,Experiment,AIMNET,ATX,ATXclean,MOMOL_AM1,MOMOL_MNDOD,MOMOL_MNDO,MOMOL_PM3,MOMOL_PM6,MOMOL_PM7,MPC_AM1,MPC_MNDOD,MPC_MNDO,MPC_PM3,MPC_PM6,MPC_PM7,NWChem,PySCF,w06-2x+def2-TZVPP,wB97x+def2-TZVPP(partial)
SYEXGNJRYPOUSI-DNSLJTBWSA-N,5.417,0.1712935,0.070728662,0.070728662,0.12510006,0.11716959,0.117181644,0.12348028,0.1691076,0.16356933,0.04012018,0.04511726,0.04510371,0.03752841,0.04835047,0.04560754,0.065056,0.072087039,0.066095,
SYEXGNJRYPOUSI-UHFFFAOYSA-N,5.42,0.17122161,0.070501341,0.070501341,0.1251153,0.11713985,0.11720676,0.1235279,0.16905978,0.16335186,,,,,,,,0.06653016,,
SYMPSOJKDIMXKZ-UHFFFAOYSA-N,6.195,0.18001981,0.064827151,0.064827151,0.13114879,0.13680759,0.13677818,0.14020169,0.15901282,0.15931027,0.05485461,0.05698164,0.05683137,0.05384769,0.06004428,0.06042807,0.070258,,,
SZIFAVKTNFCBPC-UHFFFAOYSA-N,4.223,0.13191092,0.054911795,0.054911795,0.07271966,0.05733301,0.06325191,0.06861,0.12772566,0.12282671,0.02460935,,0.03036197,0.01949321,,,0.05675,0.065235016,0.05623,
TVDSBUOJIPERQY-UHFFFAOYSA-N,3.708,0.13477302,0.055353772,0.055353772,0.08334708,0.06673628,0.06679325,0.073356494,0.12839423,0.1261093,0.0365789,0.03487845,0.03487964,0.03239703,0.0438026,0.0417527,0.058796,,0.055384,
TZIHFWKZFHZASV-UHFFFAOYSA-N,4.517,0.15121031,0.057503418,0.057503418,0.11151481,0.10683236,0.10683463,0.111920066,0.14335021,0.14249015,0.03442447,0.04152751,0.04152972,0.03395687,0.03920661,0.03658341,0.059152,0.072132754,0.060181,
UAOMVDZJSHZZME-UHFFFAOYSA-N,7.485,0.16161025,0.065549975,0.065549975,0.08854045,0.069755375,0.06977755,0.032106526,0.13303685,0.15730402,0.04226556,0.03852926,0.03841515,0.03849108,0.05436425,0.05947625,0.065524,,0.062983,
UBUCNCOMADRQHX-UHFFFAOYSA-N,4.306,0.12500618,0.056262736,0.056262736,0.1201167,0.104778714,0.10494689,0.12399937,0.1353348,0.124583334,0.05385762,0.04228164,0.04229811,0.04203515,0.05831843,0.05825997,0.062138,0.074644497,0.061388,
UCCTWLQOBSQILV-UHFFFAOYSA-N,7.783,0.18655732,0.07489357,0.07489357,0.13800147,0.12422274,0.12210286,0.12891942,0.15783417,0.1660398,0.059718,,0.05636785,0.05282852,,,0.074181,0.088188346,0.074911,
UEALYGMEMQDEMQ-UHFFFAOYSA-N,7.039,0.18660745,0.066829106,0.066829106,0.13220507,0.12204125,0.10266082,0.13735883,0.20147711,0.18671098,0.04630591,,0.03371378,0.04880494,,,0.066637,,0.063895,
UFWIBTONFRDIAS-UHFFFAOYSA-N,2.798,0.10184267,0.035343923,0.035343923,0.119295165,0.057970546,0.057970636,0.09530243,0.121763535,0.13023141,0.04162308,0.02510364,0.02510406,0.03556024,0.04152902,0.04320063,0.026282,0.023307392,0.025133,
UGEJOEBBMPOJMT-UHFFFAOYSA-N,2.266,0.0950667,0.036734396,0.036734396,0.07047557,0.069392815,0.06939259,0.058589224,0.07313682,0.07340923,0.03301386,0.02737535,0.02737525,0.02447713,0.03824607,0.03752551,0.038457,,0.035509,
UHNHTTIUNATJKL-UHFFFAOYSA-N,5.852,0.17916247,0.06873952,,0.1742547,0.17240676,0.17959031,0.16885823,0.20546031,0.20613927,0.04897745,,0.0592459,0.04722284,,,0.067677,0.078937812,0.066768,
UHOVQNZJYSORNB-UHFFFAOYSA-N,2.124,0.12930778,0.046486492,0.046486492,0.12502915,0.05651749,0.056518026,0.097761944,0.13681453,0.14112327,0.03247694,0.01932413,0.0193245,0.02806509,0.03454928,0.03461389,0.028435,0.027007397,0.026583,
UIHCLUNTQKBZGK-UHFFFAOYSA-N,5.8,0.16029717,0.06610714,0.06610714,0.108081274,0.09405973,0.09398073,0.10442974,0.16220202,0.15679097,,,,,,,,0.00293477,,
UIHCLUNTQKBZGK-YFKPBYRVSA-N,5.772,0.16279313,0.066146418,0.066146418,0.10756528,0.093182035,0.09318215,0.10439862,0.16188602,0.15638041,0.03303204,0.03833159,0.03832609,0.03159275,0.04621418,0.04247315,0.064298,,0.066589,
UIQGEWJEWJMQSL-UHFFFAOYSA-N,5.195,0.15579458,0.060293603,0.060293603,0.11156288,0.098606125,0.098748565,0.10695254,0.16623843,0.16232644,0.03456445,0.03977898,0.03978807,0.02996752,0.04812884,0.04611939,0.06269,0.071177563,0.064339,
UKROGNGFIXLRHI-UHFFFAOYSA-N,7.08,0.17818704,0.070819688,0.070819688,0.1415692,0.1275801,0.1273973,0.13620146,0.1751025,0.18136932,0.06153811,0.05748189,0.05749335,0.05642695,0.0604954,0.06767206,0.075569,0.08422676,,
ULKWBVNMJZUEBD-UHFFFAOYSA-N,8.105,0.20077774,0.080101925,0.080101925,0.13722862,0.1222378,0.12207496,0.12784515,0.19508377,0.18871266,0.05664177,0.05014645,0.05014715,0.0502675,0.07218756,0.07034869,0.078325,,0.080461,
ULTHEAFYOOPTTB-UHFFFAOYSA-N,2.018,,0.022732855,0.022732855,0.032063156,0.035727855,0.04185461,0.04486208,0.06482437,0.052213185,0.009984712,,0.008829683,0.01097008,,,0.029638,0.026770391,0.02809,
ULYZAYCEDJDHCC-UHFFFAOYSA-N,2.395,0.09014744,0.027430523,0.027430523,0.054909565,0.057618532,0.07049597,0.035427384,0.08941527,0.086146586,0.01685473,,0.01883604,0.0139209,,,0.032599,0.030362799,0.029475,
UMFJAHHVKNCGLG-UHFFFAOYSA-N,5.817,0.14034262,0.007111207,0.007111207,0.110565156,0.094594374,0.094594695,0.11428179,0.14862527,0.13228747,0.03554833,0.03570004,0.03570377,0.0386124,0.04994342,0.04649924,,0.085365675,,
UMIPWJGWASORKV-UHFFFAOYSA-N,2.884,0.09201576,0.033589729,0.033589729,0.08332374,0.053433668,0.05340672,0.073841944,0.07956144,0.078154325,0.03844355,0.02687596,0.02687673,0.03213958,0.03930524,0.03853664,0.036585,0.039551463,0.036264,
UMPRJGKLMUDRHL-UHFFFAOYSA-N,5.017,0.15539062,0.062922058,0.062922058,0.1097026,0.10905461,0.10900778,0.11189875,0.14666557,0.14043722,0.0316998,0.04085985,0.04086258,0.03027891,0.03962244,0.03659548,0.059674,0.055232224,0.059543,
UMURLIQHQSKULR-UHFFFAOYSA-N,6.128,0.15857598,0.061034692,0.061034692,0.09763121,0.07662295,0.0805684,0.096355155,0.15688428,0.13771051,0.04480311,,0.04023425,0.04473123,,,0.067715,0.067452389,0.063506,
UNFUYWDGSFDHCW-UHFFFAOYSA-N,2.462,0.08784297,0.027927721,0.027927721,0.05417721,0.05764565,0.07077954,0.034735274,0.102280624,0.086342946,0.0183318,,0.01975771,0.01429236,,,0.033973,,0.030975,
UOCLXMDMGBRAIB-UHFFFAOYSA-N,1.545,0.038069066,0.018201118,0.018201118,0.030519143,0.028355781,0.032613534,0.025547251,0.035466205,0.03488536,0.03069208,,0.02652327,0.01717528,,,0.017674,,0.016115,
UPOSSYJVWXLPTA-UHFFFAOYSA-N,5.728,0.16995102,0.06796326,0.06796326,0.10790113,0.09425845,0.09424928,0.10483452,0.16340949,0.15842758,0.03219853,0.03819356,0.03819776,0.03117897,0.0455807,0.04169725,0.06456,0.073861823,0.066887,
UQEAIHBTYFGYIE-UHFFFAOYSA-N,1.884,,0.066905448,0.066905448,0.051121783,0.02443083,0.041193336,0.10048166,0.073458776,0.14223379,0.01858647,,0.01603106,0.01325147,,,0.03453,0.038553848,0.040309,
UQFQONCQIQEYPJ-UHFFFAOYSA-N,7.148,0.13356952,0.067362317,0.067362317,0.14319348,0.108497396,0.108498216,0.101806596,0.14777184,0.16627572,0.05480823,0.03754132,0.03754156,0.04686604,0.05759171,0.05927047,0.070627,,0.069365,
URAYPUMNDPQOKB-UHFFFAOYSA-N,4.928,0.165427,0.063528346,0.063528346,0.11361964,0.10688557,0.10692183,0.113872126,0.15730903,0.15689705,0.03588456,0.04091459,0.04091957,0.03449007,0.05693516,0.05776139,0.05841,0.072214313,0.059611,
URLKBWYHVLBVBO-UHFFFAOYSA-N,2.458,0.11551143,0.03639907,0.03639907,0.13064963,0.063046955,0.06304665,0.10582747,0.1321631,0.14192505,0.03529607,0.01959513,0.01959612,0.02899593,0.04079102,0.04108673,0.031409,0.030981621,0.030851,
USIUVYZYUHIAEV-UHFFFAOYSA-N,3.13,0.105388984,0.047628308,0.047628308,0.113229856,0.07284723,0.072709836,0.08892204,0.113506235,0.117209084,0.04582953,0.03098058,0.03096242,0.04106604,0.0534142,0.05184601,0.041057,0.032609349,0.040398,
UUIMDJFBHNDZOW-UHFFFAOYSA-N,6.217,0.12590446,0.063050362,0.063050362,0.12598412,0.076533295,0.076513626,0.098339856,0.13796589,0.14809829,0.04670764,0.03843277,0.03843504,0.03982784,0.0544672,0.0553899,0.066002,0.071108523,0.063645,
UUWJBXKHMMQDED-UHFFFAOYSA-N,4.884,0.14587599,0.060227428,0.060227428,0.09492454,0.08978017,0.08759956,0.09861007,0.14023207,0.1308384,0.03088377,,0.03635934,0.02969887,,,0.058905,0.052668942,0.060311,
UWHSPZZUAYSGTB-UHFFFAOYSA-N,8.461,0.19991748,0.083343767,0.083343767,0.14473912,0.12423937,0.12412877,0.14211918,0.19858462,0.1951435,0.04381507,0.0472049,0.04726517,0.03677844,0.05626964,0.05246773,0.077121,0.095267354,0.079577,0.095549167
UWKQJZCTQGMHKD-UHFFFAOYSA-N,1.862,0.11152735,0.036573224,0.036573224,0.13679092,0.0852703,0.08515975,0.1072229,0.15015313,0.16660742,0.04373508,0.03098287,0.03100067,0.03084057,0.0571034,0.05812401,0.051696,0.033148941,0.045659,0.034537502
UYFJYGWNYQCHOB-UHFFFAOYSA-N,5.839,0.16138409,0.065260856,0.065260856,0.113069825,0.09911104,0.099111944,0.10527466,0.16158843,0.15191975,0.04465382,0.04023381,0.04027226,0.03547681,0.04929428,0.05018149,0.067181,0.075874898,0.067915,0.074288286
VAJCYQHLYBTSHG-UHFFFAOYSA-N,7.394,0.19008018,0.076808718,0.076808718,0.1396544,0.13312034,0.13310608,0.13948731,0.1808583,0.17948197,0.04226998,0.05002476,0.05002392,0.0405053,0.05331868,0.05133194,0.071862,0.062399032,0.073888,0.062714077
VAYTZRYEBVHVLE-UHFFFAOYSA-N,4.595,0.16575879,0.065234767,0.065234767,0.09406085,0.094631016,0.09469727,0.10057777,0.11569342,0.11303356,0.03256816,0.04016213,0.04016335,0.03193647,0.03028382,0.02742873,0.061577,0.070851868,0.062468,0.068553179
VBZWSGALLODQNC-UHFFFAOYSA-N,2.629,0.035486713,0.034179968,0.034179968,0.018913656,0.029854208,0.029813498,0.01810398,0.033907756,0.021741882,0.006786716,0.01082302,0.010814,0.0075922,0.01232827,0.01101175,0.029139,0.030322028,0.024742,0.028335277
VCHOFVSNWYPAEF-UHFFFAOYSA-N,5.639,0.14690045,0.061136542,0.061136542,0.092756346,0.08864926,0.08866335,0.09287555,0.14062028,0.13371086,0.02717877,0.03554231,0.03554287,0.02716616,0.03762303,0.03352486,0.058755,0.071381627,0.059397,0.07045274
VCYZVXRKYPKDQB-UHFFFAOYSA-N,4.706,0.13845287,0.060331551,0.060331551,0.10640262,0.09924942,0.0992436,0.10875337,0.14289607,0.13984406,0.03195718,0.03692849,0.03693041,0.02941376,0.04028843,0.03616321,0.056418,0.062657771,0.057182,0.06017067
VDFVNEFVBPFDSB-UHFFFAOYSA-N,4.462,0.12879662,0.063529271,0.063529271,0.13030803,0.080832064,0.08084831,0.09586178,0.18820442,0.17492726,0.04325629,0.03372129,0.03372049,0.03757182,0.06772344,0.06278381,0.054874,0.072937649,0.055442,0.068213486
VEFLKXRACNJHOV-UHFFFAOYSA-N,1.884,,0.021762056,0.021762056,0.030008297,0.03147284,0.036578767,0.039700244,0.05562949,0.04466869,0.01167464,,0.01061038,0.009936729,,,0.025473,0.023293957,0.025594,0.022040422
VEUUMBGHMNQHGO-UHFFFAOYSA-N,4.55,0.1342469,0.058389499,0.058389499,0.10789385,0.100521445,0.09800691,0.112220876,0.14052713,0.13636225,0.03515322,,0.03911257,0.03363504,,,0.053651,0.059185963,0.056024,0.057450161
VEZXCJBBBCKRPI-UHFFFAOYSA-N,4.973,0.16197953,0.068487319,0.068487319,0.1032712,0.09443538,0.09441287,0.09793219,0.13180313,0.12814131,0.04398561,0.04231686,0.04231603,0.03662029,0.0483435,0.04448354,0.063866,0.074919437,0.065257,0.073784391
VFTFKUDGYRBSAL-UHFFFAOYSA-N,5.55,0.14170095,0.064641143,0.064641143,0.107444234,0.11764195,0.118033536,0.07967674,0.14661598,0.13469379,0.02927691,0.03918603,0.03938871,0.02966126,0.03698245,0.03510327,0.061412,0.067368278,,0.063683639
VFWCMGCRMGJXDK-UHFFFAOYSA-N,2.151,0.081261806,0.027023145,0.027023145,0.04983031,0.055582386,0.06825586,0.03024745,0.07430427,0.07285996,0.01616936,,0.01815623,0.01300635,,,0.032281,0.0298122,0.029299,0.030634911
VHBFFQKBGNRLFZ-UHFFFAOYSA-N,7.483,0.17696469,0.076285766,0.076285766,0.11132023,0.10979702,0.1097642,0.1122863,0.1634061,0.1513384,0.040615,0.04449929,0.04447562,0.03618637,0.04856226,0.0453824,0.075439,,0.075478,0.073305876
VHFUHRXYRYWELT-UHFFFAOYSA-N,3.306,0.11483248,0.051965296,0.051965296,0.089032955,0.08157437,0.075299785,0.102104336,0.11153814,0.1076863,0.0369367,,0.03551182,0.03536731,,,0.050738,,0.051711,0.050854104
VHYFNPMBLIVWCW-UHFFFAOYSA-N,9.283,0.15976472,0.074118306,0.074118306,0.13289623,0.08078343,0.08074784,0.11023901,0.14557269,0.16333795,0.0394869,0.04463563,0.04463699,0.04524228,0.05225265,0.05739307,0.082477,,0.08136,0.083823315
VIZNDSYPXQJMCM-UHFFFAOYSA-N,3.842,0.12740067,0.058640979,0.058640979,0.10460462,0.09075594,0.09080315,0.08845275,0.112182334,0.12433697,0.04580591,0.03416594,0.03416643,0.03795282,0.04927881,0.04992285,,0.055470961,,0.055690134
VJNGGOMRUHYAMC-UHFFFAOYSA-N,5.906,0.13231422,0.063040045,0.063040045,0.07152736,0.057301994,0.057328578,0.06055639,0.076356724,0.096551426,0.02993409,0.03014607,0.03014859,0.02397765,0.04040729,0.04389554,0.065277,,0.057527,0.043431482
VJPAMLCBTIWAHI-UHFFFAOYSA-N,7.239,0.16881686,0.077424311,0.077424311,0.113920346,0.10701398,0.10703316,0.11446258,0.16714312,0.15478212,0.03465891,0.044034,0.04403504,0.0341843,0.04601952,0.03972524,0.075166,0.086215639,0.073767,0.082187934
VJXRKZJMGVSXPX-UHFFFAOYSA-N,7.661,0.13186908,0.06362999,0.06362999,0.12293106,0.06871847,0.06875103,0.09898483,0.13028306,0.13841525,0.03436112,0.03920234,0.03920401,0.04235273,0.04688162,0.04819383,0.073652,0.062103557,0.072597,0.062798602
VKYKSIONXSXAKP-UHFFFAOYSA-N,6.017,0.1041975,0.05653182,0.05653182,0.07968313,0.079675674,0.07964233,0.050195016,0.11716297,0.13514039,0.03555554,0.03586249,0.03586446,0.03374636,0.04595702,0.04828299,0.057015,0.067623257,0.055848,0.06375117
VLLNJDMHDJRNFK-CHIWXEEVSA-N,5.871,0.16225842,0.067956597,0.067956597,0.09489955,0.074743494,0.074764326,0.08322335,0.16261546,0.16056496,0.03023697,0.03712934,0.03713026,0.02442902,0.04537542,0.04173679,0.065661,0.078099482,0.065237,
VLVCDUSVTXIWGW-UHFFFAOYSA-N,3.835,,0.047156709,0.047156709,0.15555212,0.08478317,0.09549616,0.10752112,0.11023758,0.123462796,,,,,,,0.046512,0.040069413,0.041011,
VMOIPIVQHVFUFO-UHFFFAOYSA-N,4.795,0.15312405,0.052898289,0.052898289,0.10288002,0.07418404,0.07836581,0.096998096,0.14329278,0.11981711,0.04045801,,0.0381595,0.04409802,,,0.061299,,0.056883,
VNXYDFNVQBICRO-UHFFFAOYSA-N,2.151,0.0726735,0.04401042,0.04401042,0.052518427,0.05302623,0.053012803,0.044224627,0.09957018,0.08029568,0.01932367,0.02361667,0.02369284,0.01767265,0.03280301,0.02464793,0.040487,0.042753632,0.038302,
VPYJNCGUESNPMV-UHFFFAOYSA-N,6.143,0.124775015,0.05461129,0.05461129,0.09955131,0.08763251,0.087832026,0.06709196,0.107861415,0.13123861,0.04452168,0.04122325,0.04070485,0.03970055,0.04246967,0.04614484,0.059141,0.085767867,0.059134,
VQGHOUODWALEFC-UHFFFAOYSA-N,6.239,0.11620784,0.057466074,0.057466074,0.11527074,0.08305784,0.08296103,0.09085558,0.12582973,0.14172035,0.04616597,0.04844136,0.0484003,0.04204752,0.05302147,0.05458566,0.060968,0.067437997,0.05896,
VQHPRVYDKRESCL-CHIWXEEVSA-N,2.684,,0.029323635,0.029323635,0.041640133,0.040942755,0.046107493,0.055714734,0.10146618,0.08288281,0.01102906,,0.009200599,0.0102868,,,0.033992,0.033096787,0.031706,
VSUGUKXAAPOFPQ-UHFFFAOYSA-N,6.3,0.09002077,0.028947221,0.028947221,0.1634571,0.1043793,0.10132306,0.12987608,0.11385332,0.12650308,,,,,,,0.041623,0.031535239,0.037813,
VSYFZULSKMFUJJ-UHFFFAOYSA-N,8.616,0.19043638,0.083501422,0.083501422,0.12463655,0.115401246,0.115381904,0.12419535,0.17993791,0.17115894,0.0402611,0.04657489,0.04657622,0.03985239,0.05567163,0.0523649,0.080973,,0.082075,
VVBLNCFGVYUYGU-UHFFFAOYSA-N,7.35,0.19245599,0.080026134,0.080026134,0.12757015,0.09425036,0.09466376,0.1137278,0.18099128,0.16568187,0.05404439,0.04133798,0.04130914,0.04650188,0.0668386,0.06237429,0.081154,0.035632195,,
VVIAWLIDZAXESO-UHFFFAOYSA-N,4.684,0.1337232,0.057310326,0.057310326,0.13384937,0.12373112,0.12656806,0.12222265,0.14017937,0.14496124,0.03696551,,0.04277529,0.03192656,,,0.053527,0.052882823,0.056079,
VVJKKWFAADXIJK-UHFFFAOYSA-N,7.372,0.16905284,0.069913553,0.069913553,0.07153277,0.05142191,0.05148813,0.049145736,0.110696316,0.13332772,0.03691787,0.03731313,0.03731489,0.03063798,0.04761547,0.05069946,0.074216,0.074546927,0.066468,
VYHBFRJRBHMIQZ-UHFFFAOYSA-N,8.24,0.19038394,0.079019641,0.079019641,0.13137914,0.09622096,0.09621142,0.117314495,0.18631437,0.17140634,0.03117821,0.03516425,0.03519664,0.02631348,0.05708121,0.05244588,0.082059,0.036638415,,
VYHVQEYOFIYNJP-UHFFFAOYSA-N,4.684,0.15708993,0.063466358,0.063466358,0.09441787,0.07150775,0.07241456,0.08370904,0.07833046,0.096097186,0.02958659,,0.02693628,0.04028527,,,0.065691,,0.066287,
VZGDMQKNWNREIO-UHFFFAOYSA-N,0.618,0.00343222,0.006763253,0.006763253,0.000885762,0.00336219,0.008082455,0.023369702,0.004365956,0.002756733,0.02008115,,0.01339683,0.01202893,,,0.004699,0.004598881,0.003956,
VZXXYILNWWRSGE-OCAPTIKFSA-N,5.439,0.16080889,0.067408213,0.067408213,0.10795717,0.09277708,0.09291954,0.103789225,0.16304831,0.1593253,0.03007603,0.03684614,0.03702366,0.02886915,0.04495731,0.04442387,0.06277,0.077849976,0.064385,
VZXXYILNWWRSGE-UHFFFAOYSA-N,5.4,0.15848967,0.067580493,0.067580493,0.108861394,0.09381767,0.09373409,0.104008794,0.16535138,0.16060048,,,,,,,,,,
WAULAQAPARJWJJ-UHFFFAOYSA-N,3.548,,,,0.039152578,,0.017177353,0.040513285,0.06640812,0.061203606,,,,,,,0.047124,0.046849073,0.044158,
WBDSPWDNJYQQDT-UHFFFAOYSA-N,7.572,0.17531699,0.080222367,0.080222367,0.13912503,0.122744784,0.12275938,0.13790013,0.19748244,0.19483382,0.0406083,0.04640431,0.04637838,0.04010002,0.05420469,0.05005856,0.075137,0.069279631,0.076868,
WBJINCZRORDGAQ-UHFFFAOYSA-N,4.528,0.1540207,0.060450013,0.060450013,0.112791955,0.108110674,0.10805423,0.11287783,0.14697509,0.14650029,0.03437143,0.04137945,0.04138206,0.03396964,0.04042555,0.03806743,0.059836,0.065239978,0.060952,
WCFDSGHAIGTEKL-UHFFFAOYSA-N,5.95,0.179182,0.067738442,,0.17331737,0.1740992,0.18153186,0.18036535,0.20886506,0.20793219,0.04905544,,0.06065643,0.04788216,,,0.064953,,0.065592,
WDAXFOBOLVPGLV-UHFFFAOYSA-N,5.484,0.16670802,0.067835521,0.067835521,0.123498596,0.115682855,0.115536556,0.12143005,0.16307795,0.16054377,0.03817372,0.04383953,0.04373637,0.03652884,0.04515052,0.04451694,0.064392,,0.065514,
WDFQBORIUYODSI-UHFFFAOYSA-N,4.077,,0.027902237,0.027902237,0.13172144,0.064457774,0.05297967,0.10314222,0.10195371,0.11325176,0.0406373,,0.03519828,0.03348048,,,0.032135,,0.029212,
WDGYPUOJGIEZMO-CSKARUKUSA-N,7.083,0.18402942,,,0.20578322,0.2089549,0.20524469,0.19447847,0.22220567,0.21252635,0.06554533,,0.07129166,0.05453177,,,,,,
WEEGYLXZBRQIMU-UHFFFAOYSA-N,6.13,0.15115143,0.073851675,0.073851675,0.11749315,0.095179565,0.09502638,0.09405865,0.188122,0.17107059,,,,,,,,0.084165965,,
WEEGYLXZBRQIMU-WAAGHKOSSA-N,6.128,0.1502788,0.073504572,0.073504572,0.11772098,0.09510274,0.09519014,0.094066165,0.18814635,0.17108676,0.03396559,0.03808016,0.03810456,0.02662528,0.05396776,0.04682394,0.062003,0.061459568,0.06338,
WEHWNAOGRSTTBQ-UHFFFAOYSA-N,7.931,0.16211805,0.070941233,0.070941233,0.09255228,0.06685105,0.06680078,0.03146073,0.13969082,0.16516548,0.04127387,0.03792728,0.03789815,0.03647742,0.05629708,0.05984313,0.068404,,0.065543,
WEVYAHXRMPXWCK-UHFFFAOYSA-N,5.084,0.15753028,0.068231574,0.068231574,0.059600174,0.04965828,0.049658637,0.06022408,0.09405871,0.104445875,0.02374093,0.02814291,0.02814321,0.04059582,0.03678912,0.03803394,0.070179,0.066957393,0.070036,
WFCLYEAZTHWNEH-UHFFFAOYSA-N,4.388,0.15834938,0.065652162,0.065652162,0.09669243,0.073390886,0.07488225,0.08741978,0.082223624,0.09937783,0.03264702,,0.0271929,0.04072946,,,0.066634,0.074896201,0.066789,
WFDIJRYMOXRFFG-UHFFFAOYSA-N,6.399,0.15298271,0.058262957,0.058262957,0.109503716,0.11900857,0.11852121,0.10517278,0.13239628,0.13083062,0.04393906,0.05156129,0.05242978,0.03722005,0.04981766,0.04800672,0.057896,,0.058977,
WFJXYIUAMJAURQ-UHFFFAOYSA-N,8.745,0.20292135,0.021595557,,0.21844792,0.20874813,0.22261073,0.22250281,0.24464439,0.25472265,0.05538908,,0.0708964,0.05514921,,,0.081706,0.093171675,0.082918,
WGBMKQSRUSKSOM-UHFFFAOYSA-N,5.661,0.15114373,0.065464848,0.065464848,0.10811507,0.094564825,0.0880235,0.111074954,0.15424186,0.15109695,0.04340542,,0.04353179,0.0379419,,,0.065458,0.062234377,0.06714,
WGJCBBASTRWVJL-UHFFFAOYSA-N,5.995,0.1424772,0.05668762,0.05668762,0.096737,0.08590499,0.093728475,0.08346033,0.1485612,0.13027383,0.03285445,,0.02554699,0.03614904,,,0.059187,0.057416211,0.055249,
WGQKYBSKWIADBV-UHFFFAOYSA-N,7.24,0.14764333,0.064198542,0.064198542,0.12548585,0.05863557,0.058636248,0.09953119,0.13352837,0.13927193,0.03684505,0.03884866,0.03885106,0.03122764,0.04822352,0.05176549,0.066188,0.090826715,0.057511,
WGYKZJWCGVVSQN-UHFFFAOYSA-N,7.928,0.17755926,0.077264228,0.077264228,0.07995005,0.05178374,0.051736336,0.025101794,0.12558967,0.1460393,0.04028156,0.03745652,0.03745815,0.03329099,0.05528997,0.05876791,0.077599,0.07768399,0.070793,
WHTDCOSHHMXZNE-UHFFFAOYSA-N,6.592,0.13153689,0.060858144,0.060858144,0.13309012,0.08303931,0.0830825,0.10730605,0.13723122,0.15206462,0.03577643,0.04068562,0.040687,0.04038068,0.04608658,0.04717752,0.069663,0.039612481,0.068932,
WJYIASZWHGOTOU-UHFFFAOYSA-N,7.725,0.17957756,0.078399893,0.078399893,0.07922669,0.051436767,0.05146594,0.026380373,0.126763,0.14621957,0.04143316,0.037054,0.03705589,0.03359282,0.05539592,0.05883359,0.078405,0.080372712,0.070706,
WMFABESKCHGSRC-UHFFFAOYSA-N,2.751,0.16184422,0.05192631,0.05192631,0.101812094,0.09105245,0.09108695,0.09864676,0.1272115,0.12451899,0.03886206,0.03840219,0.03842259,0.03541548,0.04710907,0.04601557,0.054838,0.063306695,0.054917,
WMOVHXAZOJBABW-UHFFFAOYSA-N,5.506,0.16082023,0.059895976,0.059895976,0.1199424,0.116039425,0.11601495,0.11996257,0.16118143,0.15856192,0.03638324,0.0430671,0.04306732,0.03618502,0.04684567,0.04331766,0.063869,0.078990965,0.064686,
WMQUKDQWMMOHSA-UHFFFAOYSA-N,6.395,0.14194265,0.056812287,0.056812287,0.100794,0.08826338,0.08824477,0.0951502,0.13807333,0.12813425,0.02931528,0.03469302,0.0346937,0.0348639,0.03613354,0.03873646,0.063275,0.069458985,0.061924,
WNXJIVFYUVYPPR-UHFFFAOYSA-N,4.062,0.10295253,0.060218069,0.060218069,0.088721246,0.07909739,0.07899675,0.07452687,0.13476264,0.12402535,0.0264262,0.03272018,0.03272104,0.02150481,0.03949351,0.03909078,0.052337,0.068065758,0.054659,
WPGHPGAUFIJVJF-UHFFFAOYSA-N,4.95,0.093324184,0.047728223,0.047728223,0.08879656,0.042183153,0.033747118,0.10766919,0.075945094,0.08781365,0.03152305,,0.02953665,0.03787437,,,0.053092,0.036666213,0.05392,
WPYMKLBDIGXBTP-UHFFFAOYSA-N,4.944,0.15879354,0.058678633,0.058678633,0.11550407,0.117633,0.117634,0.12025571,0.14629966,0.14057624,0.03351956,0.0438254,0.04382791,0.03384772,0.03940298,0.03646779,0.059041,0.064449564,0.059065,
WRMNZCZEMHIOCP-UHFFFAOYSA-N,5.253,0.15621763,0.061198678,0.061198678,0.11860113,0.06919335,0.06921022,0.09608854,0.14644155,0.1419497,0.04916131,0.03470912,0.03471057,0.04154437,0.05357154,0.05461518,0.061649,,0.059378,
WSJNYOVBJSOQST-UHFFFAOYSA-N,5.306,0.16582163,0.06601178,0.06601178,0.119720474,0.118830964,0.118937775,0.120945886,0.15913469,0.15237778,0.03925309,0.04520999,0.04521197,0.03433229,0.04525876,0.04393908,0.06385,0.070276838,0.06416,
WSLDOOZREJYCGB-UHFFFAOYSA-N,2.369,0.07936472,0.0297956,0.0297956,0.05128948,0.044911757,0.055640787,0.02916887,0.06381704,0.07235941,0.02605828,,0.02929299,0.02046701,,,0.03661,0.032615914,0.035157,
WURBFLDFSFBTLW-UHFFFAOYSA-N,4.706,0.12933803,0.05448576,0.05448576,0.10156282,0.092181675,0.092231974,0.09105092,0.12908305,0.12098783,0.045839,0.0388717,0.03887227,0.03624553,0.04423305,0.04859788,0.055941,0.060516439,0.056088,
WVDDGKGOMKODPV-UHFFFAOYSA-N,4.94,0.19119415,0.063919488,0.063919488,0.13020903,0.08657788,0.08657788,0.10641897,0.18445778,0.18303755,0.03876449,0.04510315,0.04524329,0.0323832,0.03626071,0.04604958,0.069241,0.040870493,0.067067,
