,Experiment,AIMNET,ATX,ATXclean,MOMOL_AM1,MOMOL_MNDOD,MOMOL_MNDO,MOMOL_PM3,MOMOL_PM6,MOMOL_PM7,MPC_AM1,MPC_MNDOD,MPC_MNDO,MPC_PM3,MPC_PM6,MPC_PM7,NWChem,PySCF,w06-2x+def2-TZVPP,wB97x+def2-TZVPP(partial)
AAADKYXUTOBAGS-OIBJUYFYSA-N,3.817,0.108887136,0.046868047,0.046868047,0.09588572,0.041562878,0.050317377,0.05638088,0.11443231,0.08539434,0.02785205,,0.01915319,0.02943398,,,,0.054380231,0.046593,0.054989854
AAAXMNYUNVCMCJ-UHFFFAOYSA-N,1.9,,0.015287533,0.015287533,0.04513479,0.010405065,0.027035482,0.028247563,0.03381369,0.027565062,,,,,,,0.016947,0.01642829,0.015816,
AATNZNJRDOVKDD-UHFFFAOYSA-N,9.172,,0.080695807,0.080695807,0.24315605,0.15661915,0.19706073,0.18823028,0.22192155,0.1532839,0.07617683,,0.06588267,0.05459661,,,0.078758,0.094291621,0.083911,0.09114315
ABXGMGUHGLQMAW-UHFFFAOYSA-N,4.662,0.1452722,0.060692622,0.060692622,0.08468236,0.077947505,0.07796182,0.086043134,0.13185802,0.1246061,0.02899798,0.03103584,0.03102978,0.02373322,0.03502051,0.03043456,0.057517,0.068810727,0.05749,0.067607287
ADSOSINJPNKUJK-UHFFFAOYSA-N,7.239,0.13471177,0.061245636,0.061245636,0.12408316,0.07584574,0.07584827,0.09905988,0.13112381,0.14011513,0.03473324,0.04042422,0.04042615,0.04119296,0.04513523,0.0462645,0.070172,0.045166315,0.069601,0.046549251
AEKVBBNGWBBYLL-UHFFFAOYSA-N,4.662,0.14232974,0.065651785,0.065651785,0.053984515,0.050947558,0.05096448,0.050128557,0.074843206,0.08599508,0.02088503,0.02519196,0.02519265,0.0362273,0.03002495,0.03172801,0.067876,0.073606276,0.066194,0.076135916
AFHUWZFARIICFX-UHFFFAOYSA-N,6.39,0.16686349,0.069432211,0.069432211,0.11017881,0.11846639,0.115086794,0.11556559,0.14314385,0.1445361,0.05057311,,0.05198023,0.04432446,,,0.064192,0.077929322,0.067214,0.077165756
AGSPXMVUFBBBMO-UHFFFAOYSA-N,5.906,0.15346698,0.06928449,0.06928449,0.06323258,0.051117912,0.05114299,0.065719076,0.091336116,0.103966996,0.03378241,0.03321709,0.03322324,0.03802206,0.04293433,0.0459618,0.06755,,0.067392,0.075968447
AHHWIHXENZJRFG-UHFFFAOYSA-N,6.083,0.1284776,0.067585774,0.067585774,0.10622878,0.0934802,0.093480766,0.09255472,0.16364568,0.14428814,0.03177102,0.03880406,0.03880455,0.02630539,0.04199275,0.03715355,0.066465,,0.066227,0.065883302
AHJWSRRHTXRLAQ-UHFFFAOYSA-N,4.973,0.10929693,0.051133636,0.051133636,0.10615718,0.08769356,0.08735438,0.08403466,0.14801827,0.13282806,0.03178387,0.03045014,0.03039456,0.02859855,0.05140798,0.04211948,0.047383,0.059054129,0.045609,0.054615784
AIMREYQYBFBEGQ-UHFFFAOYSA-N,3.995,0.11689845,0.057434949,0.057434949,0.12692529,0.12696578,0.12696877,0.13190189,0.14165542,0.1368975,0.06136837,0.05924205,0.05923272,0.05236358,0.07135804,0.07300711,0.057466,0.068155108,0.059159,0.066954948
AJFDBNQQDYLMJN-UHFFFAOYSA-N,8.55,0.19484952,0.082726645,0.082726645,0.13826357,0.12217835,0.12220413,0.13258585,0.19408007,0.1923126,0.04216556,0.04784859,0.04779242,0.03959428,0.0566694,0.05309794,0.078822,,0.081892,0.071368379
AKODNVGCZKBUNT-UHFFFAOYSA-N,7.048,0.17866844,0.073875961,0.073875961,0.118163936,0.124937415,0.12473262,0.118241705,0.15716645,0.15691477,0.05351832,0.05598528,0.05596325,0.04507506,0.06360448,0.06830432,0.070247,0.086103008,0.072556,0.084628739
AKQWEDMTPCAESO-UHFFFAOYSA-N,6.639,0.16746363,0.072197922,0.072197922,0.11049257,0.09379459,0.09375984,0.10814041,0.16878211,0.15635471,0.04628822,0.04103005,0.04103222,0.03703117,0.05278798,0.05462913,0.07095,0.087873516,0.070774,0.085258234
ALCDAWARCQFJBA-UHFFFAOYSA-N,3.4,,,,0.040440902,,0.016271945,0.03777862,0.07300714,0.06546967,,,,,,,0.045815,0.047443735,0.04295,0.046358715
ANGGPYSFTXVERY-UHFFFAOYSA-N,2.3,,0.019562707,0.019562707,0.029145654,0.024743147,0.015326297,0.05711317,0.08677973,0.058758307,,,,,,,0.027498,0.026016736,0.025037,
AOPDRZXCEAKHHW-UHFFFAOYSA-N,5.356,0.13133425,0.065263259,0.065263259,0.10518703,0.08633155,0.08624136,0.08602371,0.1720205,0.15460332,0.03077283,0.03644341,0.03644824,0.02498854,0.04845243,0.04359213,0.059224,0.073618742,0.060376,0.070832359
APLHDUWNMGJBFD-UHFFFAOYSA-N,6.617,0.16584475,0.060943472,0.060943472,0.08817234,0.089836694,0.061147682,0.10007601,0.18625185,0.16441764,0.03471763,,0.02973129,0.04137494,,,0.063039,0.064722772,0.057889,0.066690983
AQEFLFZSWDEAIP-UHFFFAOYSA-N,4.728,0.15213344,0.083475793,0.083475793,0.11217884,0.095596775,0.09558237,0.09074567,0.18207328,0.1694029,0.03048769,0.03706826,0.03706777,0.02296487,0.04871594,0.04068153,0.058225,0.071212538,0.058698,0.068718463
AQNQQHJNRPDOQV-UHFFFAOYSA-N,2.506,,0.025135426,0.025135426,0.0411983,0.041081313,0.04642374,0.05407086,0.09890698,0.06942576,0.009861275,,0.008936374,0.01134219,,,0.03181,,0.029714,0.030361882
AQNQZLOSBFEYBX-LURJTMIESA-N,8.201,0.20842278,0.044814016,0.044814016,0.22136036,0.21212831,0.22355466,0.22857144,0.23867598,0.25519222,0.05803644,,0.07009585,0.05615373,,,0.076406,,0.079506,0.085106821
AQNQZLOSBFEYBX-UHFFFAOYSA-N,8.2,0.20846404,0.044412321,0.044412321,0.2214146,0.21204372,0.22327752,0.22852378,0.23896605,0.2550408,,,,,,,,0.083355628,,0.079230108
ARKIFHPFTHVKDT-UHFFFAOYSA-N,4.595,0.13839473,0.055936239,0.055936239,0.10573824,0.11252355,0.11253536,0.12701689,0.122587085,0.11687616,0.05354972,0.05420285,0.05420247,0.05052127,0.05776974,0.06130314,0.05262,0.060210624,0.053378,0.057694199
ASUDFOJKTJLAIK-UHFFFAOYSA-N,8.127,0.17394766,0.076810247,0.076810247,0.09772403,0.08720349,0.08740205,0.08296158,0.15091115,0.13387126,0.03995161,0.03925557,0.03929526,0.03337564,0.05262928,0.05729102,0.078567,0.098462921,0.070818,0.104032495
ATDGTVJJHBUTRL-UHFFFAOYSA-N,3.484,,0.040889582,0.040889582,0.058514804,0.060563277,0.04668962,0.07237355,0.051806387,0.0731345,0.02088393,,0.02662255,0.04199184,,,0.05572,0.055811418,0.056687,0.055203931
ATHHXGZTWNVVOU-UHFFFAOYSA-N,7.417,0.18909296,0.068195676,0.068195676,0.12764886,0.114282,0.11423909,0.12957591,0.1764785,0.17388245,0.04034977,0.04628642,0.04628938,0.03972047,0.05010408,0.04830388,0.075301,,0.077368,0.084616754
ATVJXMYDOSMEPO-UHFFFAOYSA-N,4.617,0.1409285,0.064735101,0.064735101,0.097609416,0.09423518,0.09418349,0.0895216,0.14827543,0.1296114,0.03057658,0.03976106,0.03978516,0.03247551,0.04250513,0.03872406,0.060993,0.064066528,0.060717,0.06235816
AUFIRGPROMANKW-UHFFFAOYSA-N,7.461,0.15873234,0.05341916,0.05341916,0.13054517,0.089634955,0.08956942,0.07649137,0.1745536,0.19872028,0.04465452,0.03879268,0.03879557,0.04348583,0.06186983,0.06441017,0.062143,0.061674347,0.061928,0.06080722
AUHZEENZYGFFBQ-UHFFFAOYSA-N,2.686,0.10429458,0.031073453,0.031073453,0.13362342,0.06631987,0.066320494,0.10981483,0.12943348,0.14316663,0.03691052,0.02019148,0.02019192,0.02953825,0.04542669,0.04499481,0.031949,0.032033099,0.032645,0.032180976
AUQDITHEDVOTCU-UHFFFAOYSA-N,5.35,0.16101366,0.070527935,0.070527935,0.0651674,0.055308044,0.05524622,0.064359024,0.09149846,0.10254223,0.02609467,0.02975319,0.02975321,0.04130838,0.03558577,0.03715012,0.073025,0.086563301,0.072019,0.081978436
AVFZOVWCLRSYKC-UHFFFAOYSA-N,7.928,0.1430663,0.049192722,0.049192722,0.10436112,0.08745049,0.087444775,0.057446368,0.17146653,0.18682747,0.04118252,0.03902462,0.03903728,0.04135292,0.05746874,0.06267132,0.06166,,0.061513,0.051023137
AVPYQKSLYISFPO-UHFFFAOYSA-N,4.462,0.1405939,0.054885614,0.054885614,0.08909805,0.085705966,0.082779355,0.09331486,0.13292433,0.12293617,0.03010196,,0.03565602,0.02815941,,,0.058278,,0.058955,0.052187321
AVQQQNCBBIEMEU-UHFFFAOYSA-N,8.483,0.20396608,0.07976331,0.07976331,0.14203094,0.120237276,0.12044321,0.13612193,0.19441116,0.19033846,0.04248697,0.04669232,0.04663652,0.03534818,0.05455308,0.05126203,0.076615,0.082702957,0.079625,0.080880554
AWJUIBRHMBBTKR-UHFFFAOYSA-N,7.372,0.12508984,0.060012892,0.060012892,0.11705212,0.06796002,0.06786479,0.09484336,0.11751223,0.12852053,0.03743627,0.03884602,0.03884779,0.04036823,0.04245931,0.04406885,0.070838,,0.069071,0.081648999
AZQWKYJCGOJGHM-UHFFFAOYSA-N,4.862,0.119907394,0.053315767,0.053315767,0.0726708,0.07219149,0.07217463,0.07544915,0.11074203,0.104059376,0.01875423,0.02955202,0.0295515,0.01903713,0.02442294,0.01991775,0.050219,0.053807015,0.050157,0.052340814
BAPJBEWLBFYGME-UHFFFAOYSA-N,4.719,0.16287452,0.062835534,0.062835534,0.119162455,0.11584408,0.11587481,0.11890827,0.15316695,0.15063624,0.03465661,0.04375715,0.04376028,0.03450403,0.04153453,0.03947167,0.061505,,0.061784,0.064093112
BATDBURDIROQFJ-SOFGYWHQSA-N,7.639,0.20044766,0.060866668,0.060866668,0.15672272,0.12099525,0.12584199,0.15534459,0.22979802,0.21518016,0.06064024,,0.04491736,0.05559886,,,0.073985,0.07216592,0.069026,0.074816507
BAVYZALUXZFZLV-UHFFFAOYSA-N,7.839,0.17582685,0.081227537,0.081227537,0.07539232,0.051521167,0.051521584,0.013341864,0.121589944,0.14226916,0.03977839,0.03860757,0.03860923,0.03327146,0.05398563,0.05755781,0.079156,,0.071556,0.086960273
BAYUSCHCCGXLAY-UHFFFAOYSA-N,5.639,0.1584909,0.066208263,0.066208263,0.102096975,0.096854635,0.096831456,0.10130161,0.14957389,0.14176473,0.03148318,0.03934963,0.03935068,0.03149651,0.04228731,0.03828748,0.065281,0.062108896,0.065731,0.060312946
BBLDTXFLAHKYFJ-UHFFFAOYSA-N,6.239,0.14395356,0.075132794,0.075132794,0.11727452,0.0977183,0.09774424,0.09499839,0.18528882,0.17026253,0.0352971,0.03812611,0.03812371,0.02674957,0.05374389,0.04618865,0.062515,0.062357232,0.063798,0.06201981
BDERNNFJNOPAEC-UHFFFAOYSA-N,5.253,0.1710537,0.066735144,0.066735144,0.09610264,0.07115309,0.07118261,0.08115937,0.14892493,0.161974,0.02734338,0.03331843,0.03334463,0.02230362,0.0407209,0.03915496,0.062484,,0.060564,0.075370562
BEUGBYXJXMVRFO-UHFFFAOYSA-N,6.972,0.17437467,0.072863506,0.072863506,0.120023414,0.094757825,0.09476368,0.10792071,0.16894317,0.1552239,0.05283032,0.04158929,0.04154744,0.04547526,0.06450996,0.061779,0.074739,0.088530307,,0.08345088
BEZDDPMMPIDMGJ-UHFFFAOYSA-N,2.781,0.09511205,0.030835573,0.030835573,0.13755564,0.07341328,0.07358059,0.117074594,0.12322536,0.14040576,0.04157336,0.03055212,0.03054817,0.03962501,0.05175399,0.05243973,0.034436,0.035323728,0.036088,0.035578426
BGJSXRVXTHVRSN-UHFFFAOYSA-N,3.106,0.13708943,0.05489311,0.05489311,0.15336333,0.09610884,0.095963895,0.112527765,0.20738746,0.19088,0.05574943,0.03091224,0.03093378,0.04737609,0.07840868,0.0721027,0.048964,0.059330722,0.049124,0.053725534
BGNGWHSBYQYVRX-UHFFFAOYSA-N,6.461,0.17132744,0.068541593,0.068541593,0.1180163,0.105940506,0.10591778,0.10516813,0.16786742,0.16581932,0.03797067,0.04457065,0.04457726,0.03291991,0.04968663,0.04842003,0.075476,0.093287479,0.075169,0.089371468
BGTOWKSIORTVQH-UHFFFAOYSA-N,5.884,0.16177264,0.068148648,0.068148648,0.105413005,0.09156925,0.091617085,0.10500944,0.15843885,0.15362167,0.03496079,0.0391165,0.03912582,0.03281726,0.04603861,0.04274375,0.065411,0.080299934,0.06748,0.080273329
BHAAPTBBJKJZER-UHFFFAOYSA-N,5.297,0.14238043,0.060371561,0.060371561,0.12254499,0.06908839,0.069089726,0.10473713,0.120230936,0.12432954,0.0471269,0.03954879,0.03954984,0.03797807,0.05393682,0.05526036,0.062329,0.063594861,0.055509,0.059003813
BHHGXPLMPWCGHP-UHFFFAOYSA-N,7.861,0.16925417,0.074267464,0.074267464,0.124585465,0.057095867,0.05709815,0.10103142,0.12932582,0.13343005,0.04671821,0.0397926,0.03979425,0.03784338,0.05051317,0.05423489,0.076043,0.06605265,0.069094,0.062431318
BHTSNYQWLQLLOD-WUQLGEGHSA-N,5.461,0.15370424,0.069105917,0.069105917,0.11158334,0.09905562,0.09907908,0.10818809,0.16827485,0.16165645,0.03361999,0.04062059,0.04060931,0.03160717,0.0468818,0.04218479,0.064092,0.070216831,,0.067877779
BIPUHAHGLJKIPK-UHFFFAOYSA-N,6.083,0.16515657,0.064436833,0.064436833,0.1109924,0.10321355,0.10321411,0.10771862,0.16144858,0.15409525,0.03506052,0.04201798,0.04201893,0.03269981,0.04516188,0.04060678,0.069969,0.077763438,0.071419,0.077147025
BLKXLEPPVDUHBY-UHFFFAOYSA-N,8.59,,0.08425172,0.08425172,0.23554361,0.15186015,0.18181208,0.19320002,0.22269553,0.13338786,0.07039729,,0.05933825,0.05530921,,,0.074386,0.092658124,0.079472,0.087985774
BLXSFCHWMBESKV-UHFFFAOYSA-N,2.2,,0.019944572,0.019944572,0.042405285,0.019653553,0.017877169,0.04120411,0.049198125,0.045523547,,,,,,,0.025388,,0.023772,
BMVXCPBXGZKUPN-UHFFFAOYSA-N,7.725,0.18042347,0.077875634,0.077875634,0.079506084,0.051438686,0.051462766,0.0263706,0.12638107,0.14691977,0.04137843,0.03731526,0.03731778,0.03337434,0.0550484,0.05847199,0.078107,0.076564322,0.070975,0.072009376
BNLLHLUAOXAUNQ-UHFFFAOYSA-N,5.595,0.16948776,0.056381594,0.056381594,0.08669992,0.08619602,0.05820566,0.1058922,0.17838249,0.15709898,0.03578128,,0.02981415,0.04293587,,,0.062698,0.062367362,0.058354,0.06238024
BNUHAJGCKIQFGE-UHFFFAOYSA-N,4.17,0.12478629,0.067874826,0.067874826,0.12054959,0.12689264,0.12696572,0.1408191,0.14027226,0.13252515,0.06112942,0.06212649,0.06212479,0.05861575,0.06986334,0.07153383,0.063132,0.03639003,0.061938,0.031359937
BNWQEHYYXTVKOF-UHFFFAOYSA-N,7.004,0.1439487,0.067259657,0.067259657,0.13790232,0.11200745,0.11258367,0.11372804,0.14694215,0.1561697,0.04552783,0.04420628,0.04418204,0.0527853,0.05070673,0.05317821,,0.086117372,,0.080471951
BOHCMQZJWOGWTA-UHFFFAOYSA-N,4.95,0.15026757,0.069212804,0.069212804,0.088381514,0.05541148,0.055431865,0.06269236,0.08668397,0.098054945,0.02609667,0.02974188,0.029743,0.04062351,0.03426955,0.03606876,0.071873,,0.070416,0.077055568
BRLQWZUYTZBJKN-VKHMYHEASA-N,4.039,0.12054823,0.071021718,0.071021718,0.10342632,0.089037694,0.08758546,0.095560275,0.14247574,0.13062295,0.03282673,,0.03628312,0.02889443,,,0.052225,0.058930908,0.052656,0.056305089
BRRVYBRXLUEEJP-UHFFFAOYSA-N,7.661,,0.073958661,0.073958661,0.12957564,0.11697639,0.115801215,0.12058679,0.1786363,0.17375013,0.05346012,,0.04824639,0.04885869,,,0.070982,,0.073466,0.056011504
BSKHPKMHTQYZBB-UHFFFAOYSA-N,7.57,0.13461933,0.062616518,0.062616518,0.12268026,0.07473802,0.07480573,0.09625709,0.12542516,0.13754708,0.03387428,0.03887776,0.03887922,0.04149401,0.04624012,0.04747436,0.070056,0.09818686,0.068708,0.094128174
BUDQDWGNQVEFAC-UHFFFAOYSA-N,3.973,0.11621247,0.054667633,0.054667633,0.0975851,0.06559698,0.06559451,0.07093449,0.13247663,0.124049746,0.0360513,0.02916094,0.02916294,0.03131996,0.0486066,0.04821811,0.050361,0.048498868,0.050755,0.047107693
BULLHNJGPPOUOX-UHFFFAOYSA-N,4.528,0.13371345,0.055161435,0.055161435,0.09152314,0.07865157,0.076059364,0.09592372,0.13504732,0.12923421,0.02914624,,0.03284977,0.02841258,,,0.052557,0.05408993,0.055941,0.055368553
BUZYGTVTZYSBCU-UHFFFAOYSA-N,5.128,0.14935818,0.061431088,0.061431088,0.09574554,0.09024616,0.08729346,0.099468976,0.1422871,0.13241395,0.03069066,,0.03629968,0.0301411,,,0.059993,0.054357254,0.061352,0.054185127
BVSPJPNNLDIUFE-UHFFFAOYSA-N,5.706,0.181978,0.068850506,,0.17707253,0.18555506,0.18609226,0.17991951,0.2103146,0.20433532,0.0518854,,0.063776,0.04835417,,,0.067198,,0.066466,0.071869168
BWHOZHOGCMHOBV-BQYQJAHWSA-N,6.128,0.15869379,0.069745012,0.069745012,0.108057,0.10107536,0.10101247,0.10640695,0.15951858,0.15062952,0.04021025,0.04169357,0.04169449,0.03350053,0.04614739,0.04351304,0.069229,0.078201568,0.069231,0.074822244
BWLUMTFWVZZZND-UHFFFAOYSA-N,6.268,0.13314559,0.059296608,0.059296608,0.13157132,0.065002404,0.06506795,0.10539779,0.1394095,0.1454803,0.05250738,0.03899482,0.03902769,0.04808597,0.05667316,0.05669379,0.057189,0.02880018,,0.028475936
BWZVCCNYKMEVEX-UHFFFAOYSA-N,8.15,0.14731033,0.070736302,0.070736302,0.13306394,0.084230326,0.08420744,0.1073867,0.13584279,0.1500447,0.03567554,0.0378782,0.03787944,0.04219285,0.05179407,0.05224539,0.071759,,0.071301,0.048122225
BXRFQSNOROATLV-UHFFFAOYSA-N,3.862,0.13109231,0.054080821,0.054080821,0.104218856,0.11021063,0.11018993,0.12706572,0.116282985,0.111071914,0.04843944,0.04999976,0.05000253,0.0475351,0.05164972,0.05379519,0.049565,0.052578183,0.049791,0.051159157
BYEAHWXPCBROCE-UHFFFAOYSA-N,0.927,0.08331564,0.035364902,0.035364902,0.03315611,0.04332534,0.04333459,0.028729673,0.057359785,0.050013483,0.01575179,0.01725366,0.01725378,0.0129497,0.02121973,0.02180233,0.038531,0.043862411,0.032117,0.037511452
BZLVMXJERCGZMT-UHFFFAOYSA-N,5.706,0.12644598,0.063262152,0.063262152,0.10428239,0.08882832,0.08877446,0.08374441,0.16819786,0.15203032,0.02962901,0.03668871,0.03669218,0.02179392,0.04528331,0.04080803,0.059838,0.081048727,0.060547,0.076762971
CDNHLXOFELOEOL-UHFFFAOYSA-N,6.461,0.17864776,0.05565548,0.05565548,0.10303004,0.10181367,0.07789113,0.117569365,0.17030004,0.14984001,0.03785964,,0.02824928,0.04107253,,,0.05447,0.057170729,0.050957,0.060227094
CDQSTBHGKNNPSY-UHFFFAOYSA-N,7.868,0.19551742,0.083163899,0.083163899,0.13887331,0.123384215,0.123364605,0.13184807,0.1941963,0.1916233,0.04218305,0.04794721,0.04795157,0.03880341,0.05711592,0.05365473,0.078774,,0.081841,0.090810273
CELKOWQJPVJKIL-UHFFFAOYSA-N,6.061,0.10711652,0.055338335,0.055338335,0.084060125,0.06405364,0.06401524,0.06440319,0.093130305,0.100017264,0.02737024,0.03171273,0.03171466,0.03445139,0.03744399,0.03887828,0.064146,,0.06203,0.044807413
CFPIZMWTMRWZRO-UHFFFAOYSA-N,5.061,0.13592571,0.074439653,0.074439653,0.13475421,0.11451869,0.11531824,0.14942014,0.16445366,0.15123391,0.06684544,0.05012136,0.04983797,0.06217467,0.08227353,0.07872924,0.071842,0.082230559,0.069894,0.078863586
CGHIBGNXEGJPQZ-UHFFFAOYSA-N,2.369,0.09090204,0.033703304,0.033703304,0.08389929,0.053341918,0.05334258,0.074246645,0.08034027,0.078899294,0.03809911,0.0265185,0.0265192,0.03198996,0.03927671,0.03849371,0.036452,0.039355664,0.03612,0.040006786
CGZZMOTZOONQIA-UHFFFAOYSA-N,6.195,0.16258952,0.068992704,0.068992704,0.11146887,0.096746385,0.09675211,0.111077406,0.1701375,0.16349578,0.035613,0.04058168,0.04058221,0.03380195,0.04872192,0.04458018,0.067469,,0.069347,0.082452639
CHSPMZWZNFDUDE-UHFFFAOYSA-N,9.505,0.22652376,,,0.22579789,0.22682545,0.23524836,0.21534826,0.24479301,0.24386056,0.06951793,,0.08546784,0.0628032,,,,0.106412289,,0.097982254
CLWIJUQLAFJNOF-UHFFFAOYSA-N,6.728,0.16081415,0.064298481,0.064298481,0.1358357,0.10584336,0.10598242,0.113076314,0.1567016,0.17480332,0.05250689,0.04442063,0.04428049,0.04923843,0.06213375,0.06321789,0.061471,0.062379579,0.062276,0.06183272
CODXZFSZJFCVBE-UHFFFAOYSA-N,5.459,0.15006924,0.072092053,0.072092053,0.10172294,0.08113689,0.06323106,0.10129337,0.15087883,0.14367478,0.03897014,0.02694452,0.02723786,0.03728763,0.05174421,0.04772831,0.068879,0.079803156,0.069818,0.079112755
CPWSNJSGSXXVLD-CHIWXEEVSA-N,3.64,0.10245002,0.053060499,0.053060499,0.07959537,0.08793789,0.08795777,0.06806378,0.11017743,0.111681186,0.02518566,0.03703473,0.03703452,0.02597095,0.03414753,0.03446647,0.044329,0.052366182,0.048008,0.051416704
CQQUWTMMFMJEFE-UHFFFAOYSA-N,7.017,0.17664485,0.073675913,0.073675913,0.12747087,0.111134395,0.10821776,0.12570044,0.17916363,0.17529738,0.04238757,,0.04395155,0.03812597,,,0.070097,0.069607367,0.074133,0.068897744
CSCPPACGZOOCGX-UHFFFAOYSA-N,5.684,0.16042076,0.064829288,0.064829288,0.10709447,0.09419632,0.09419694,0.104488865,0.1578426,0.15261757,0.03351448,0.03920997,0.03921046,0.03215835,0.04522422,0.0411854,0.064157,0.079697904,0.066192,0.078885964
CSJAXRKDCCWCSJ-UHFFFAOYSA-N,9.847,0.19213115,0.08750821,0.08750821,0.12854192,0.12062964,0.12059505,0.12809987,0.1859506,0.17478509,0.04251898,0.04933701,0.04933924,0.04140788,0.05699265,0.05276384,0.084978,0.099647406,0.086139,0.096551404
CSTJIJYJEWKYGH-UHFFFAOYSA-N,4.839,,0.067614519,0.067614519,0.1555286,0.0972143,0.094325356,0.12613685,0.13446921,0.14214803,0.05235978,,0.03318866,0.04959649,,,0.069908,0.066478479,,0.061981148
CSVFWMMPUJDVKH-UHFFFAOYSA-N,3.617,0.11601077,0.048359135,0.048359135,0.07696666,0.065323874,0.05988495,0.08695234,0.11306256,0.10755172,0.02462568,,0.02820669,0.02480583,,,0.045562,0.054663407,0.049305,0.056461072
CSYLYUAMXUGIFE-UHFFFAOYSA-N,5.706,0.17460728,0.054026178,0.054026178,0.11842227,0.10288998,0.090237424,0.1183439,0.17678508,0.15815967,0.04051931,,0.02731897,0.04213203,,,0.052995,,0.048939,0.052018315
CTAPFRYPJLPFDF-UHFFFAOYSA-N,4.697,0.11443962,0.062007986,0.062007986,0.092216045,0.06448094,0.064524636,0.071331486,0.09473148,0.09640736,0.0352776,0.03644328,0.03644401,0.04227538,0.04074494,0.04244712,0.066304,0.065503305,0.064849,0.062710025
CTQNGGLPUBDAKN-UHFFFAOYSA-N,2.287,0.121416286,0.042537555,0.042537555,0.13062397,0.063985065,0.06398562,0.10566487,0.13317014,0.14172319,0.0357349,0.01998219,0.01998229,0.02934276,0.0410382,0.04139775,0.032241,,0.031675,0.031646434
CTSZPNIMMLSKDV-UHFFFAOYSA-N,8.816,0.14984047,0.044948087,0.044948087,0.09977713,0.07304849,0.073059104,0.074532755,0.13079348,0.14650856,0.03790601,0.03988313,0.03988444,0.04628568,0.05279358,0.05448005,,0.089177304,,0.085757908
CUYKNJBYIJFRCU-UHFFFAOYSA-N,7.95,0.13598621,0.064461656,0.064461656,0.12509787,0.07177109,0.07171843,0.10608608,0.13189995,0.14073884,0.04107571,0.03861468,0.03862193,0.04085729,0.04434327,0.04727394,0.076941,,0.072882,0.064709435
CVQUWLDCFXOXEN-UHFFFAOYSA-N,7.572,0.17169964,0.075377434,0.075377434,0.1151444,0.11056177,0.110569045,0.116430715,0.16141723,0.15471926,0.03617364,0.04514797,0.04514951,0.03701265,0.04666373,0.04343237,0.074447,0.091473077,0.075356,0.090266203
CWHFDTWZHFRTAB-UHFFFAOYSA-N,4.773,0.16266903,0.06943428,0.06943428,0.08403913,0.04532496,0.04532506,0.059871048,0.080251426,0.088484734,0.02534709,0.02451747,0.02451719,0.03801463,0.02978627,0.03116326,0.068229,0.073456974,0.066766,0.070941885
CYFPVACSJLXVCA-UHFFFAOYSA-N,7.921,0.22585109,0.08487939,0.08487939,0.1268381,0.11394724,0.11400986,0.109823726,0.15196456,0.16333953,0.04475912,0.0397142,0.03962125,0.04877282,0.05197161,0.05396343,0.090636,,0.089162,0.104726174
CYNYIHKIEHGYOZ-UHFFFAOYSA-N,2.218,,0.023606872,0.023606872,0.03419066,0.03881647,0.044350013,0.0465564,0.0651419,0.05451895,0.009013788,,0.008490228,0.009912699,,,0.029003,0.027980442,0.027392,0.027434199
CYSGHNMQYZDMIA-UHFFFAOYSA-N,8.527,0.22031747,0.081828928,0.081828928,0.12803777,0.12497542,0.12628484,0.12693875,0.18166745,0.17822754,0.04374484,0.0490641,0.04950594,0.03860281,0.05859436,0.06041251,0.07747,,0.080219,0.083961176
CZGCEKJOLUNIFY-UHFFFAOYSA-N,3.551,0.11128086,0.056656092,0.056656092,0.10871005,0.113955356,0.11039536,0.13412303,0.12032536,0.112194866,0.05554189,,0.05458904,0.05394916,,,0.053059,0.053904991,0.053223,0.052196687
CZPWVGJYEJSRLH-UHFFFAOYSA-N,5.439,0.11205058,0.048988151,0.048988151,0.104229644,0.062294114,0.06231925,0.0802512,0.10736607,0.11137587,0.02923198,0.03510808,0.03511011,0.0367658,0.0383667,0.03982613,0.06076,0.084584142,0.059592,0.078585742
DACIGVIOAFXPHW-CDECOKDKSA-N,5.95,0.15946954,0.067335303,0.067335303,0.109232344,0.09665512,0.0965849,0.10693469,0.16558513,0.15757996,0.03513333,0.04033772,0.04033999,0.03305614,0.04920606,0.04404723,0.065971,0.081254597,0.068338,0.080339105
DAZXVJBJRMWXJP-UHFFFAOYSA-N,7.883,0.12485121,0.049382858,0.049382858,0.09838636,0.081492886,0.081482254,0.040025316,0.13783234,0.16419113,0.03966128,0.03591685,0.03588195,0.03742206,0.05717189,0.05968522,0.062115,0.057084145,0.061617,0.056579441
DCKVNWZUADLDEH-YFKPBYRVSA-N,5.639,0.16832773,0.065767879,0.065767879,0.12243502,0.115835726,0.11586194,0.120499,0.16129927,0.15899193,0.03791455,0.04393146,0.04392402,0.03703431,0.04749738,0.04391322,0.064692,0.078212707,0.065734,0.077561477
DCNUQRBLZWSGAV-UHFFFAOYSA-N,6.195,0.16838881,0.063137946,0.063137946,0.12459314,0.123136595,0.12195593,0.12687917,0.16122949,0.16748168,0.05890348,0.05558938,0.05561968,0.05554827,0.05621788,0.05704301,0.069721,0.082198789,0.070741,0.080961341
